City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,longboat key,27.4125,-82.659,22.02,55,0,5.14,US,1697580613
282,quelimane,-17.8786,36.8883,22.97,94,75,2.06,MZ,1697580863
283,oliva,38.9197,-0.1194,22.62,87,98,0.89,ES,1697580864
284,darhan,49.4867,105.9228,4.05,46,100,0.66,MN,1697580864
285,brookings,44.3114,-96.7984,21.19,40,0,5.66,US,1697580623
286,nuuk,64.1835,-51.7216,-4.66,63,20,7.72,GL,1697580866
287,bratsk,56.1325,101.6142,1.01,97,100,3.82,RU,1697580866
288,sudzha,51.1976,35.2726,3.23,71,1,4.73,RU,1697580867
289,fada,9.5667,8.3,20.93,89,95,2.34,NG,1697580867
290,ingeniero guillermo n. juarez,-23.9,-61.85,23.94,73,58,7.29,AR,1697580680
291,harper,4.375,-7.7169,25.08,88,19,2.21,LR,1697580868
292,lagoa,39.05,-27.9833,20.44,91,34,12.21,PT,1697580869
293,new norfolk,-42.7826,147.0587,13.84,52,42,1.49,AU,1697580871
294,naxos,37.1056,25.3764,21.28,75,43,1.34,GR,1697580872
295,arraial do cabo,-22.9661,-42.0278,23.92,88,0,2.57,BR,1697580872
296,papao,-17.75,-149.55,27.82,81,93,8.35,PF,1697580873
297,priozersk,61.0393,30.1291,2.22,87,96,3.68,RU,1697580873
298,kismayo,-0.3582,42.5454,26.07,88,84,5.35,SO,1697580874
299,povarovo,56.0667,37.05,3.23,89,100,6.18,RU,1697580875
300,hua hin,12.5707,99.9588,26.01,89,75,0.0,TH,1697580876
301,nar'yan-mar,67.6713,53.087,1.17,89,100,4.02,RU,1697580876
302,arteche,12.2645,125.4048,25.87,82,79,1.27,PH,1697580877
303,chul'man,56.8479,124.9104,-2.03,63,100,2.24,RU,1697580744
304,mezhdurechenskiy,59.6,65.9333,11.84,73,0,4.47,RU,1697580878
305,concepcion,-36.827,-73.0498,16.89,67,0,3.6,CL,1697580879
306,fort pierce,27.4467,-80.3256,22.25,54,0,3.58,US,1697580597
307,peshawar,34.008,71.5785,15.08,88,20,0.0,PK,1697580715
308,novyy urgal,51.0736,132.5642,2.77,82,100,0.7,RU,1697580880
309,tulnici,45.9167,26.6667,3.17,72,20,1.45,RO,1697580880
310,greater sudbury,46.49,-80.99,11.7,66,0,1.27,CA,1697580601
311,suntar,62.1444,117.6319,-1.59,93,97,1.79,RU,1697580881
312,bamboo flat,11.7,92.7167,26.05,94,75,0.0,IN,1697580882
313,kununurra,-15.7667,128.7333,19.99,73,1,0.0,AU,1697580882
314,calama,-22.4667,-68.9333,20.17,22,7,6.37,CL,1697580847
315,namibe,-15.1961,12.1522,17.75,82,48,2.36,AO,1697580882
316,nkove,-7.95,30.85,24.73,74,72,1.23,TZ,1697580883
317,taos,36.4072,-105.5731,25.22,13,0,7.72,US,1697580884
318,santa maria,-29.6842,-53.8069,18.07,98,100,2.78,BR,1697580512
319,sanchursk,56.9413,47.2499,2.88,86,100,8.67,RU,1697580885
320,verkhnedneprovskiy,54.9813,33.3457,2.73,90,46,4.91,RU,1697580886
321,martapura,-3.4167,114.85,24.05,94,20,1.03,ID,1697580886
322,kapuskasing,49.4169,-82.4331,12.0,54,0,3.6,CA,1697580887
323,nekrasovka,48.3525,135.2325,4.26,77,0,3.0,RU,1697580887
324,puerto aysen,-45.4,-72.7,13.74,90,99,0.93,CL,1697580888
325,satun,6.8333,100.0,25.0,97,100,1.04,TH,1697580889
326,wellington point,-27.4833,153.25,22.93,60,75,4.12,AU,1697580890
327,kandahar,31.0,65.75,15.34,21,30,1.24,AF,1697580890
328,fort morgan,40.2503,-103.8,30.36,13,0,5.14,US,1697580827
329,bousso,10.4795,16.7117,27.39,52,11,2.03,TD,1697580891
330,cill airne,52.05,-9.5167,12.29,94,100,6.38,IE,1697580724
331,barra de santo antonio,-9.4047,-35.5072,24.6,81,86,4.71,BR,1697580893
332,carnarvon,-24.8667,113.6333,21.61,46,0,8.6,AU,1697580893
333,chandbali,20.7833,86.7667,24.08,82,8,1.92,IN,1697580894
334,kapa'a,22.0752,-159.319,29.18,69,40,3.6,US,1697580895
335,merizo village,13.2658,144.6691,27.77,93,97,4.36,GU,1697580896
336,port saint john's,-31.6229,29.5448,17.12,86,16,5.15,ZA,1697580896
337,wynyard,-41.0,145.7167,11.35,54,5,0.97,AU,1697580897
338,banda aceh,5.5577,95.3222,26.02,79,100,5.28,ID,1697580897
339,padang,-0.9492,100.3543,24.03,90,100,1.14,ID,1697580898
340,island harbour,50.724,-1.2758,13.9,81,100,6.26,GB,1697580898
341,palikir - national government center,6.9248,158.1611,31.41,70,75,2.06,FM,1697580899
342,castillos,-34.1667,-53.8333,10.36,78,7,5.12,UY,1697580899
343,yerofey pavlovich,53.9667,121.9667,-3.86,98,96,1.13,RU,1697580901
344,guangyuan,32.442,105.823,14.72,88,88,2.06,CN,1697580901
345,arapgir,39.0412,38.4952,13.58,58,11,0.38,TR,1697580902
346,shima,24.4478,117.8111,23.01,76,47,1.26,CN,1697580903
347,valparaiso,-33.0393,-71.6273,16.38,64,20,4.12,CL,1697580905
348,velyka dymerka,50.5918,30.9011,4.34,56,5,3.66,UA,1697580906
349,tarauaca,-8.1614,-70.7656,32.0,52,81,1.5,BR,1697580908
350,luanda,-8.8368,13.2343,25.0,83,75,3.09,AO,1697580909
351,port macquarie,-31.4333,152.9167,18.27,60,100,4.16,AU,1697580659
352,formosa do rio preto,-11.0483,-45.1931,27.52,21,2,1.9,BR,1697580910
353,nanakuli,21.3906,-158.1547,30.97,58,100,3.6,US,1697580911
354,monte santo de minas,-21.1897,-46.9803,26.69,49,97,1.54,BR,1697580912
355,sisimiut,66.9395,-53.6735,-7.09,86,83,3.32,GL,1697580912
356,achikulak,44.5517,44.8378,9.68,49,98,1.68,RU,1697580913
357,waverly,42.7392,-84.6208,12.09,73,100,2.06,US,1697580914
358,tandil,-37.3217,-59.1332,12.05,50,0,3.56,AR,1697580914
359,salinopolis,-0.6136,-47.3561,26.49,86,57,5.02,BR,1697580915
360,zheleznogorsk,52.331,35.3711,4.47,92,5,4.92,RU,1697580916
361,akdepe,42.0551,59.3788,9.05,24,100,3.63,TM,1697580916
362,shimoda,34.6667,138.95,19.5,68,0,4.0,JP,1697580917
363,susuman,62.7833,148.1667,-20.01,83,17,0.87,RU,1697580918
364,seven pagodas,12.6264,80.1722,28.92,75,83,3.29,IN,1697580919
365,puerto baquerizo moreno,-0.9,-89.6,26.55,74,20,3.6,EC,1697580919
366,lupane,-18.9315,27.807,20.67,68,5,5.73,ZW,1697580920
367,dhidhdhoo,6.8833,73.1,28.25,73,75,3.88,MV,1697580920
368,awjilah,29.1081,21.2869,22.66,41,0,2.99,LY,1697580921
369,kongolo,-5.3833,27.0,21.76,91,86,0.21,CD,1697580921
370,pingzhuang,42.0372,119.2889,11.12,55,100,1.9,CN,1697580922
371,port blair,11.6667,92.75,26.02,94,75,0.0,IN,1697580922
372,parras de la fuente,25.4167,-102.1833,21.96,20,1,3.04,MX,1697580923
373,acarau,-2.8856,-40.12,26.1,77,100,8.22,BR,1697580923
374,muisne,0.6,-80.0333,26.01,79,80,4.23,EC,1697580923
375,nadi,-17.8,177.4167,28.0,65,20,4.63,FJ,1697580924
376,ardestan,33.3761,52.3694,17.55,31,0,2.23,IR,1697580924
377,geraldton,-28.7667,114.6,15.23,88,40,3.09,AU,1697580811
378,fort st. john,56.2499,-120.8529,12.94,62,40,7.72,CA,1697580843
379,la tuque,47.4334,-72.7824,11.14,62,88,0.51,CA,1697580825
380,ribeira grande,38.5167,-28.7,21.54,93,99,9.39,PT,1697580926
381,novyy buh,47.6931,32.5216,5.78,61,91,1.47,UA,1697580927
382,greymouth,-42.4667,171.2,12.53,73,66,1.08,NZ,1697580927
383,palmer,42.1584,-72.3287,13.97,76,75,0.0,US,1697580928
384,las lomitas,-24.7096,-60.593,29.39,56,8,6.19,AR,1697580928
385,kapit,2.0167,112.9333,22.88,100,50,0.44,MY,1697580929
386,dzuunharaa,48.8523,106.4579,2.41,47,100,1.96,MN,1697580930
387,tamanrasset,22.785,5.5228,20.95,18,0,2.57,DZ,1697580930
388,moires,35.0532,24.8744,19.01,86,21,0.45,GR,1697580931
389,gaigeturi,33.4644,126.3183,14.03,72,0,2.57,KR,1697580932
390,mil'kovo,55.6078,37.7956,3.75,88,100,7.07,RU,1697580932
391,vrangel',42.7297,133.0839,10.96,73,62,1.1,RU,1697580933
392,vernon,50.2581,-119.2691,17.01,40,74,2.68,CA,1697580934
393,yashan,22.1975,109.9419,22.99,73,100,2.42,CN,1697580934
394,marsh harbour,26.5412,-77.0636,23.77,67,35,5.53,BS,1697580935
395,el calafate,-50.3408,-72.2768,9.85,70,100,3.83,AR,1697580936
396,balqash,46.8481,74.995,9.26,46,0,5.36,KZ,1697580936
397,selfoss,63.9331,-20.9971,10.02,94,100,10.5,IS,1697580936
398,floro,61.5996,5.0328,6.04,100,100,2.57,NO,1697580937
399,burang,30.25,81.1667,-2.74,65,21,1.91,CN,1697580937
400,port lincoln,-34.7333,135.8667,15.98,67,0,4.84,AU,1697580938
401,gordonvale,-17.0936,145.7842,24.95,70,92,2.73,AU,1697580806
402,coahuayana de hidalgo,18.7,-103.6583,27.79,81,100,1.46,MX,1697580939
403,nikolayevsk-on-amure,53.1406,140.73,2.64,95,67,1.18,RU,1697580940
404,conchas,-23.0153,-48.0106,28.57,53,100,1.85,BR,1697580941
405,xai-xai,-25.0519,33.6442,18.74,90,35,2.9,MZ,1697580941
406,richards bay,-28.783,32.0377,17.68,89,83,2.92,ZA,1697580941
407,amga,60.8953,131.9608,-3.34,52,100,3.13,RU,1697580942
408,lazaro cardenas,17.9583,-102.2,27.78,82,98,2.4,MX,1697580943
409,horta,38.5333,-28.6333,21.12,93,99,9.39,PT,1697580943
410,nyrany,49.7114,13.2119,4.44,87,0,1.54,CZ,1697580944
411,spa,50.4837,5.8667,6.54,90,100,3.52,BE,1697580945
412,maple glen,40.0156,-79.9767,11.21,81,100,1.46,US,1697580945
413,salekhard,66.53,66.6019,1.79,100,100,1.69,RU,1697580946
414,ndago,-4.6,34.35,24.27,45,99,2.28,TZ,1697580947
415,cascavel,-24.9558,-53.4553,20.11,94,96,6.32,BR,1697580948
416,birobidzhan,48.8,132.95,4.34,64,100,1.49,RU,1697580949
417,zemio,5.0314,25.1361,21.91,87,98,1.47,CF,1697580949
418,pitimbu,-7.4706,-34.8086,25.33,70,85,6.38,BR,1697580950
419,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1697580951
420,ankang,32.68,109.0172,18.53,79,100,0.97,CN,1697580728
421,fort bragg,35.139,-79.006,18.84,58,100,0.0,US,1697580952
422,tromso,69.6496,18.957,-1.99,80,0,1.54,NO,1697580953
423,chissamba,-12.1667,17.3333,21.14,65,99,1.11,AO,1697580954
424,valdivia,-39.8142,-73.2459,22.05,51,0,1.91,CL,1697580954
425,luau,-10.7073,22.2247,19.4,94,100,1.41,AO,1697580955
426,aswan,24.0934,32.907,24.15,31,8,5.16,EG,1697580956
427,morozovsk,48.3539,41.8261,7.18,74,29,3.48,RU,1697580956
428,goondiwindi,-28.55,150.3167,18.51,50,0,4.73,AU,1697580957
429,uruzgan,32.8333,66.0,13.37,28,82,0.73,AF,1697580958
430,qarazhal,48.0078,70.7903,8.45,45,1,3.17,KZ,1697580958
431,paidha,2.4167,30.9855,16.42,92,35,1.95,UG,1697580959
432,oslo,59.9127,10.7461,7.19,79,1,1.99,NO,1697580404
433,bondo,3.8146,23.6866,21.53,88,51,1.68,CD,1697580960
434,valley center,33.2184,-117.0342,33.54,50,41,3.13,US,1697580961
435,luderitz,-26.6481,15.1594,20.07,56,1,3.66,NA,1697580961
436,touros,-5.1989,-35.4608,25.43,76,56,7.96,BR,1697580962
437,buba,11.5833,-15.0,24.82,94,64,1.93,GW,1697580962
438,victorica,-36.2151,-65.4359,22.07,18,0,5.77,AR,1697580963
439,nyala,12.05,24.8833,27.36,21,56,5.68,SD,1697580963
440,tonj,7.2737,28.6822,22.12,88,100,1.49,SS,1697580964
441,vorgashor,67.5833,63.95,1.57,96,100,4.26,RU,1697580964
442,mlowo,-9.0,32.9833,19.44,67,97,1.52,TZ,1697580964
443,rajaldesar,28.0333,74.4667,23.77,55,18,1.49,IN,1697580965
444,novoishimskiy,53.1981,66.7694,10.58,69,0,5.13,KZ,1697580965
445,nanga eboko,4.6833,12.3667,21.12,98,100,0.42,CM,1697580966
446,akureyri,65.6835,-18.0878,3.96,81,20,1.03,IS,1697580966
447,pago pago,-14.2781,-170.7025,28.55,70,75,9.77,AS,1697580967
448,bardai,11.65,7.2333,23.23,74,30,3.54,NG,1697580967
449,semnan,35.5729,53.3971,15.21,56,1,2.94,IR,1697580967
450,irbit,57.6705,63.071,9.67,66,0,5.43,RU,1697580968
451,tolanaro,-25.0319,46.9987,21.98,93,100,3.83,MG,1697580968
452,hastings,50.8552,0.5729,13.49,32,100,9.44,GB,1697580968
453,camiri,-20.05,-63.5167,31.88,37,40,2.06,BO,1697580969
454,jaca,42.569,-0.5499,16.66,83,51,3.13,ES,1697580970
455,sur,22.5667,59.5289,28.08,60,0,4.88,OM,1697580970
456,juneau,58.3019,-134.4197,9.56,95,100,3.09,US,1697580972
457,cabo san lucas,22.8909,-109.9124,35.34,51,0,4.63,MX,1697580855
458,la'ie,21.6477,-157.9253,30.98,72,0,2.68,US,1697580974
459,tabou,4.423,-7.3528,24.93,90,27,1.77,CI,1697580953
460,turek,52.0155,18.5005,5.5,67,6,2.54,PL,1697580975
461,xique xique,-10.8217,-42.7311,28.67,36,16,3.43,BR,1697580976
462,loralai,30.3705,68.598,13.39,74,0,0.84,PK,1697580977
463,quatre cocos,-20.2078,57.7625,24.49,91,73,1.78,MU,1697580978
464,gweru,-19.45,29.8167,15.05,88,87,4.99,ZW,1697580978
465,mount pearl,47.5166,-52.7813,5.53,90,100,2.06,CA,1697580979
466,sakaiminato,35.55,133.2333,13.99,100,75,2.06,JP,1697580980
467,behshahr,36.6923,53.5526,17.22,84,17,2.54,IR,1697580980
468,fort mcmurray,56.7268,-111.381,12.77,58,0,4.12,CA,1697580907
469,portland,45.5234,-122.6762,21.17,71,75,3.09,US,1697580697
470,skelleftea,64.7507,20.9528,1.2,100,100,3.09,SE,1697580982
471,san andres,12.5847,-81.7006,30.01,79,20,4.63,CO,1697580982
472,slave lake,55.2834,-114.769,10.99,82,100,5.66,CA,1697580919
473,mejit,10.2753,170.8646,27.43,80,55,4.32,MH,1697580985
474,okhotsk,59.3833,143.3,-8.26,71,33,3.83,RU,1697580986
475,sinan,34.8262,126.1086,9.06,62,13,2.07,KR,1697580986
476,barah,13.7,30.3667,28.44,16,57,5.9,SD,1697580987
477,chui,-33.6971,-53.4616,11.28,76,17,5.54,UY,1697580987
478,ech chettia,36.1959,1.2554,26.01,21,0,1.54,DZ,1697580988
479,nassau,40.7507,-73.5829,16.49,66,0,0.0,US,1697580988
480,las lajitas,-24.6833,-64.25,20.31,76,100,4.71,AR,1697580988
481,champerico,14.3,-91.9167,26.3,76,100,1.29,GT,1697580989
482,camacupa,-12.0167,17.4833,20.69,67,96,0.93,AO,1697580990
483,suva,-18.1416,178.4415,26.71,74,75,4.63,FJ,1697580990
484,spring,30.0799,-95.4172,25.1,40,0,1.54,US,1697580955
485,villanueva,15.3167,-88.0,28.35,57,75,4.63,HN,1697580693
486,vriddhachalam,11.5,79.3333,23.78,89,89,2.54,IN,1697580992
487,santa terezinha,-29.9002,-50.0904,16.46,90,100,6.82,BR,1697580992
488,mijas,36.5957,-4.6373,20.03,68,20,3.6,ES,1697580993
489,caister-on-sea,52.6481,1.7265,12.77,69,100,10.72,GB,1697580993
490,fale old settlement,-9.3852,-171.2468,28.04,76,67,3.48,TK,1697580994
491,kardla,58.9978,22.7492,6.14,89,100,2.66,EE,1697580994
492,alliance,40.9153,-81.1059,10.5,90,96,2.08,US,1697580881
493,ulaangom,49.9811,92.0667,3.6,41,17,0.43,MN,1697580996
494,calabozo,8.9242,-67.4293,28.1,72,93,1.79,VE,1697580996
495,cide,41.8921,33.0044,15.58,75,100,3.72,TR,1697580997
496,bonthe,7.5264,-12.505,24.99,87,86,2.62,SL,1697580737
497,codrington,-38.2667,141.9667,12.46,58,0,3.09,AU,1697580997
498,constitucion,-35.3333,-72.4167,14.27,63,2,0.92,CL,1697580998
499,lekeitio,43.3666,-2.5007,27.44,56,94,5.04,ES,1697580998
500,illushi,6.6667,6.6308,23.88,93,53,1.13,NG,1697580998
501,north lakhimpur,27.2333,94.1167,19.91,79,3,0.93,IN,1697580999
502,nueva esperanza,15.2667,-87.6,26.79,94,100,0.75,HN,1697580999
503,uacu cungo,-11.3634,15.1208,18.81,94,100,0.07,AO,1697581000
504,shingu,33.7333,135.9833,15.71,70,0,2.08,JP,1697581000
505,alcala de xivert,40.258,0.2689,20.32,84,97,0.81,ES,1697581001
506,windhoek,-22.5594,17.0832,19.84,13,1,5.16,NA,1697581001
507,westerland,54.9079,8.3033,9.4,87,17,2.57,DE,1697581002
508,st. john's,47.5649,-52.7093,5.54,89,100,2.06,CA,1697580918
509,farafangana,-22.8167,47.8333,23.4,93,100,0.17,MG,1697581003
510,santa rosalia,27.3167,-112.2833,31.01,33,1,2.02,MX,1697581003
511,daru,-9.0763,143.2092,26.46,82,81,4.67,PG,1697581004
512,maceio,-9.6658,-35.7353,24.69,73,75,2.06,BR,1697581004
513,ialibu,-6.2821,143.9935,14.12,99,100,0.33,PG,1697581006
514,cockburn town,21.4612,-71.1419,29.42,69,45,3.01,TC,1697581007
515,robore,-18.3333,-59.75,35.05,49,20,2.06,BO,1697581007
516,mersa matruh,31.3525,27.2453,23.0,76,5,2.48,EG,1697581007
517,ayr,55.4627,-4.6339,10.99,71,0,8.75,GB,1697581008
518,belmonte,-15.8631,-38.8828,23.43,79,6,3.54,BR,1697581008
519,sheksna,59.21,38.5107,1.63,96,98,5.35,RU,1697581009
520,blois,47.5833,1.3333,18.21,79,67,4.0,FR,1697581010
521,kostomuksha,64.571,30.5767,1.69,95,89,6.71,RU,1697580987
522,lodja,-3.4833,23.4333,21.37,97,71,0.59,CD,1697581011
523,diego martin,10.7005,-61.5342,26.88,84,23,4.05,TT,1697581012
524,letlhakeng,-24.0944,25.0298,20.59,34,0,5.01,BW,1697581013
525,tuapse,44.1125,39.0742,8.29,73,99,3.55,RU,1697581014
526,antsiranana,-12.2787,49.2917,23.37,83,11,4.65,MG,1697580741
527,boldumsaz,42.1282,59.671,9.03,24,100,3.38,TM,1697581015
528,laguna,38.421,-121.4238,30.72,37,0,5.66,US,1697581016
529,nantucket,41.2835,-70.0995,13.08,78,75,1.54,US,1697580994
530,macau,22.2006,113.5461,25.89,78,40,6.69,MO,1697581017
531,philadelphia,39.9523,-75.1638,15.87,74,100,2.06,US,1697580749
532,ulladulla,-35.35,150.4667,14.32,58,85,1.67,AU,1697581017
533,santiago de cao,-7.9589,-79.2392,20.07,83,75,5.14,PE,1697581018
534,al jawf,29.5,38.75,20.22,42,0,3.3,SA,1697581019
535,zaozersk,69.4005,32.4476,-1.59,82,86,2.58,RU,1697581019
536,puerto vilelas,-27.5141,-58.9391,26.04,89,100,9.26,AR,1697581020
537,ambalangoda,6.2355,80.0538,25.33,84,100,0.14,LK,1697581020
538,jarny,49.1574,5.8788,8.65,81,100,1.79,FR,1697581020
539,beaufort west,-32.3567,22.583,20.77,27,0,0.91,ZA,1697581021
540,christchurch,-43.5333,172.6333,15.3,70,82,4.12,NZ,1697580861
541,sinor,21.9167,73.3333,25.08,63,1,2.91,IN,1697581022
542,dolinsk,47.35,142.8,6.51,55,51,3.05,RU,1697581022
543,bartica,6.4,-58.6167,28.18,72,100,2.55,GY,1697581023
544,oriximina,-1.7656,-55.8661,29.81,55,15,0.97,BR,1697581024
545,chongqing,29.5628,106.5528,22.35,93,91,1.0,CN,1697581024
546,kirakira,-10.4544,161.9205,28.16,70,100,2.17,SB,1697581025
547,cooper's town,26.8667,-77.5167,23.76,62,28,5.33,BS,1697581025
548,manokwari,-0.8667,134.0833,26.76,71,25,1.09,ID,1697581026
549,queenstown,-31.8976,26.8753,11.59,83,0,0.73,ZA,1697580966
550,sariveliler,36.6913,32.6196,9.8,78,64,1.06,TR,1697581027
551,moose jaw,50.4001,-105.5344,21.14,21,40,10.29,CA,1697581028
552,batticaloa,7.7102,81.6924,25.41,88,100,3.56,LK,1697581028
553,basco,20.4487,121.9702,26.74,74,100,8.7,PH,1697581028
554,tallulah,32.4085,-91.1868,23.03,31,0,0.0,US,1697581029
555,mweka,-4.85,21.5667,21.34,96,63,0.9,CD,1697581029
556,tucuma,-0.1833,-50.05,25.24,88,88,2.49,BR,1697581030
557,al faw,29.9776,48.4741,24.0,36,15,4.24,IQ,1697581030
558,armasesti,44.75,26.5833,13.41,58,100,2.6,RO,1697581031
559,bakanas,44.8081,76.2772,9.62,50,0,2.05,KZ,1697581031
560,novoarkhanhel's'k,48.658,30.8182,5.38,61,17,1.96,UA,1697581032
561,zalanga,10.6143,10.1765,23.76,72,98,2.29,NG,1697581033
562,tchintabaraden,15.8969,5.7985,32.7,17,100,4.24,NE,1697580690
